index,roll_H,Kalman_roll,gyro_x,Kalman_gyro,torque
9119,-313,-315,23,7,78
9120,-316,-315,15,8,76
9121,-315,-315,-3,9,78
9122,-315,-316,20,8,76
9123,-319,-316,-44,9,78
9124,-322,-317,16,7,76
9125,-318,-317,-9,5,79
9126,-314,-317,18,5,77
9127,-309,-315,15,5,79
9128,-315,-314,-39,7,75
9129,-313,-314,34,8,77
9130,-311,-313,38,8,75
9131,-313,-312,-4,9,77
9132,-313,-313,4,8,77
9133,-313,-313,-47,8,76
9134,-314,-314,7,6,79
9135,-317,-315,8,3,78
9136,-319,-316,21,4,80
9137,-316,-316,65,7,79
9138,-313,-315,-39,10,76
9139,-310,-313,-4,8,78
9140,-308,-311,14,4,80
9141,-312,-310,26,6,76
9142,-303,-309,71,7,78
9143,-301,-307,-14,9,76
9144,-305,-306,-8,7,78
9145,-304,-305,-13,5,76
9146,-307,-305,0,5,78
9147,-311,-307,37,4,79
9148,-314,-309,5,6,77
9149,-315,-312,2,6,80
9150,-314,-313,-32,7,78
9151,-315,-314,-9,7,80
9152,-314,-313,17,7,78
9153,-315,-313,39,9,79
9154,-312,-314,-10,10,79
9155,-312,-313,-38,10,79
9156,-313,-313,-12,9,77
9157,-313,-312,19,7,79
9158,-314,-313,57,6,79
9159,-315,-313,38,5,80
9160,-314,-313,-32,5,78
9161,-317,-314,-9,7,81
9162,-317,-315,0,9,79
9163,-313,-314,52,11,78
9164,-312,-314,39,13,80
9165,-312,-313,0,15,78
9166,-311,-312,-26,15,76
9167,-308,-311,-11,10,77
9168,-308,-309,12,7,80
9169,-306,-308,36,6,79
9170,-303,-306,25,6,77
9171,-308,-306,2,7,79
9172,-310,-307,-3,7,77
9173,-312,-309,-10,6,81
9174,-317,-310,28,6,79
9175,-315,-313,60,7,81
9176,-316,-314,-28,10,80
9177,-312,-314,-22,10,78
9178,-313,-314,-18,11,80
9179,-318,-314,36,10,78
9180,-317,-315,55,10,80
9181,-314,-315,27,10,80
9182,-316,-315,-12,10,79
9183,-312,-315,-63,10,80
9184,-313,-314,17,9,82
9185,-315,-314,53,9,80
9186,-317,-315,28,11,82
9187,-314,-315,-5,12,80
9188,-313,-315,-17,15,78
9189,-310,-312,48,13,80
9190,-308,-311,7,12,78
9191,-309,-310,64,10,80
9192,-308,-309,-33,8,80
9193,-311,-310,1,7,79
9194,-313,-311,-5,8,81
9195,-309,-310,21,8,79
9196,-309,-309,73,8,81
9197,-301,-308,8,8,79
9198,-302,-306,6,8,81
9199,-300,-304,-49,8,79
9200,-303,-303,34,8,79
9201,-308,-304,48,7,80
